	type	dist	accuracy	time	splits
0	fixed quorum	5x	1.0	1816	False
1	fixed quorum	5x	1.0	3792	False
2	fixed quorum	5x	1.0	3286	False
3	fixed quorum	5x	1.0	1871	False
4	fixed quorum	5x	1.0	4107	False
5	fixed quorum	5x	1.0	2654	False
6	fixed quorum	5x	1.0	2160	False
7	fixed quorum	5x	1.0	1786	False
8	fixed quorum	5x	1.0	2156	False
9	fixed quorum	5x	1.0	2574	False
10	fixed quorum	5x	1.0	3178	False
11	fixed quorum	5x	1.0	4140	False
12	fixed quorum	5x	0.0	620	False
13	fixed quorum	5x	1.0	4081	False
14	fixed quorum	5x	1.0	3315	False
15	fixed quorum	5x	1.0	3497	False
16	fixed quorum	5x	1.0	2747	False
17	fixed quorum	5x	1.0	2770	False
18	fixed quorum	5x	1.0	4174	False
19	fixed quorum	5x	1.0	4187	False
20	fixed quorum	5x	1.0	2505	False
21	fixed quorum	5x	1.0	2151	False
22	fixed quorum	5x	1.0	1973	False
23	fixed quorum	5x	1.0	2801	False
24	fixed quorum	5x	1.0	5057	False
25	fixed quorum	5x	1.0	2133	False
26	fixed quorum	5x	1.0	3152	False
27	fixed quorum	5x	1.0	3485	False
28	fixed quorum	5x	1.0	2428	False
29	fixed quorum	5x	1.0	2539	False
30	fixed quorum	5x	1.0	2002	False
31	fixed quorum	5x	1.0	3359	False
32	fixed quorum	5x	1.0	3163	False
33	fixed quorum	5x	0.0	1102	False
34	fixed quorum	5x	0.0	3106	False
35	fixed quorum	5x	1.0	3078	False
36	fixed quorum	5x	1.0	4428	False
37	fixed quorum	5x	0.0	1295	False
38	fixed quorum	5x	1.0	3808	False
39	fixed quorum	5x	1.0	2332	False
40	fixed quorum	5x	1.0	2185	False
41	fixed quorum	5x	1.0	2632	False
42	fixed quorum	5x	1.0	2081	False
43	fixed quorum	5x	1.0	2374	False
44	fixed quorum	5x	1.0	3461	False
45	fixed quorum	5x	1.0	3336	False
46	fixed quorum	5x	1.0	2651	False
47	fixed quorum	5x	1.0	1448	False
48	fixed quorum	5x	1.0	3261	False
49	fixed quorum	5x	0.0	993	False
50	fixed quorum	5x	1.0	2166	False
51	fixed quorum	5x	1.0	2919	False
52	fixed quorum	5x	1.0	1955	False
53	fixed quorum	5x	1.0	3030	False
54	fixed quorum	5x	1.0	3239	False
55	fixed quorum	5x	1.0	2802	False
56	fixed quorum	5x	1.0	3225	False
57	fixed quorum	5x	1.0	2617	False
58	fixed quorum	5x	1.0	3286	False
59	fixed quorum	5x	1.0	2864	False
60	fixed quorum	5x	1.0	3674	False
61	fixed quorum	5x	1.0	3558	False
62	fixed quorum	5x	1.0	1888	False
63	fixed quorum	5x	1.0	3172	False
64	fixed quorum	5x	1.0	2284	False
65	fixed quorum	5x	1.0	2520	False
66	fixed quorum	5x	1.0	3929	False
67	fixed quorum	5x	1.0	3523	False
68	fixed quorum	5x	0.0	2016	False
69	fixed quorum	5x	1.0	2322	False
70	fixed quorum	5x	1.0	3154	False
71	fixed quorum	5x	1.0	3108	False
72	fixed quorum	5x	1.0	2591	False
73	fixed quorum	5x	1.0	4018	False
74	fixed quorum	5x	1.0	4458	False
75	fixed quorum	5x	1.0	2658	False
76	fixed quorum	5x	1.0	3290	False
77	fixed quorum	5x	1.0	2571	False
78	fixed quorum	5x	1.0	3372	False
79	fixed quorum	5x	1.0	3033	False
80	fixed quorum	5x	1.0	3084	False
81	fixed quorum	5x	1.0	4192	False
82	fixed quorum	5x	1.0	2423	False
83	fixed quorum	5x	1.0	2705	False
84	fixed quorum	5x	1.0	2778	False
85	fixed quorum	5x	1.0	3491	False
86	fixed quorum	5x	1.0	2534	False
87	fixed quorum	5x	1.0	1815	False
88	fixed quorum	5x	1.0	1633	False
89	fixed quorum	5x	1.0	2725	False
90	fixed quorum	5x	1.0	2086	False
91	fixed quorum	5x	1.0	2781	False
92	fixed quorum	5x	1.0	3885	False
93	fixed quorum	5x	1.0	1484	False
94	fixed quorum	5x	1.0	1888	False
95	fixed quorum	5x	1.0	2116	False
96	fixed quorum	5x	1.0	3092	False
97	fixed quorum	5x	0.0	1448	False
98	fixed quorum	5x	1.0	2095	False
99	fixed quorum	5x	1.0	2676	False
