	type	dist	accuracy	time	splits
0	fixed quorum	5x	1.0	3380	False
1	fixed quorum	5x	1.0	2813	False
2	fixed quorum	5x	1.0	2759	False
3	fixed quorum	5x	1.0	2251	False
4	fixed quorum	5x	1.0	4165	False
5	fixed quorum	5x	1.0	3098	False
6	fixed quorum	5x	1.0	2851	False
7	fixed quorum	5x	1.0	2457	False
8	fixed quorum	5x	1.0	2437	False
9	fixed quorum	5x	1.0	1885	False
10	fixed quorum	5x	1.0	4565	False
11	fixed quorum	5x	1.0	2116	False
12	fixed quorum	5x	1.0	2962	False
13	fixed quorum	5x	1.0	3607	False
14	fixed quorum	5x	1.0	1617	False
15	fixed quorum	5x	1.0	2338	False
16	fixed quorum	5x	1.0	5592	False
17	fixed quorum	5x	1.0	1876	False
18	fixed quorum	5x	1.0	3916	False
19	fixed quorum	5x	1.0	2961	False
20	fixed quorum	5x	1.0	4041	False
21	fixed quorum	5x	1.0	3224	False
22	fixed quorum	5x	1.0	3754	False
23	fixed quorum	5x	1.0	3782	False
24	fixed quorum	5x	1.0	3064	False
25	fixed quorum	5x	1.0	2118	False
26	fixed quorum	5x	1.0	2581	False
27	fixed quorum	5x	1.0	3121	False
28	fixed quorum	5x	1.0	5629	False
29	fixed quorum	5x	1.0	2451	False
30	fixed quorum	5x	1.0	3281	False
31	fixed quorum	5x	1.0	3680	False
32	fixed quorum	5x	1.0	3600	False
33	fixed quorum	5x	1.0	2642	False
34	fixed quorum	5x	1.0	2940	False
35	fixed quorum	5x	1.0	3911	False
36	fixed quorum	5x	1.0	2655	False
37	fixed quorum	5x	1.0	1943	False
38	fixed quorum	5x	1.0	2271	False
39	fixed quorum	5x	1.0	3222	False
40	fixed quorum	5x	1.0	2602	False
41	fixed quorum	5x	1.0	1965	False
42	fixed quorum	5x	1.0	2976	False
43	fixed quorum	5x	1.0	2977	False
44	fixed quorum	5x	1.0	2424	False
45	fixed quorum	5x	1.0	1973	False
46	fixed quorum	5x	1.0	2444	False
47	fixed quorum	5x	1.0	4182	False
48	fixed quorum	5x	1.0	2854	False
49	fixed quorum	5x	1.0	2660	False
50	fixed quorum	5x	1.0	3446	False
51	fixed quorum	5x	1.0	4243	False
52	fixed quorum	5x	1.0	3334	False
53	fixed quorum	5x	1.0	3307	False
54	fixed quorum	5x	1.0	2691	False
55	fixed quorum	5x	1.0	2904	False
56	fixed quorum	5x	1.0	3849	False
57	fixed quorum	5x	1.0	2112	False
58	fixed quorum	5x	1.0	2693	False
59	fixed quorum	5x	1.0	3221	False
60	fixed quorum	5x	1.0	3379	False
61	fixed quorum	5x	1.0	1753	False
62	fixed quorum	5x	1.0	4060	False
63	fixed quorum	5x	1.0	4511	False
64	fixed quorum	5x	1.0	2380	False
65	fixed quorum	5x	1.0	2186	False
66	fixed quorum	5x	1.0	2140	False
67	fixed quorum	5x	1.0	4058	False
68	fixed quorum	5x	1.0	1667	False
69	fixed quorum	5x	1.0	1655	False
70	fixed quorum	5x	1.0	968	False
71	fixed quorum	5x	1.0	3495	False
72	fixed quorum	5x	1.0	2751	False
73	fixed quorum	5x	1.0	2734	False
74	fixed quorum	5x	1.0	3123	False
75	fixed quorum	5x	1.0	3638	False
76	fixed quorum	5x	1.0	2231	False
77	fixed quorum	5x	1.0	3715	False
78	fixed quorum	5x	1.0	3034	False
79	fixed quorum	5x	1.0	2712	False
80	fixed quorum	5x	1.0	2529	False
81	fixed quorum	5x	1.0	2552	False
82	fixed quorum	5x	1.0	2032	False
83	fixed quorum	5x	1.0	2146	False
84	fixed quorum	5x	1.0	2973	False
85	fixed quorum	5x	1.0	2813	False
86	fixed quorum	5x	1.0	2575	False
87	fixed quorum	5x	1.0	3790	False
88	fixed quorum	5x	1.0	2436	False
89	fixed quorum	5x	1.0	4191	False
90	fixed quorum	5x	1.0	2065	False
91	fixed quorum	5x	1.0	2306	False
92	fixed quorum	5x	1.0	2660	False
93	fixed quorum	5x	1.0	2881	False
94	fixed quorum	5x	1.0	2636	False
95	fixed quorum	5x	1.0	2607	False
96	fixed quorum	5x	1.0	3369	False
97	fixed quorum	5x	1.0	2727	False
98	fixed quorum	5x	1.0	3677	False
99	fixed quorum	5x	1.0	2860	False
