	type	dist	accuracy	time	splits
0	fixed quorum	3x	1.0	2027	False
1	fixed quorum	3x	1.0	1609	False
2	fixed quorum	3x	1.0	1915	False
3	fixed quorum	3x	1.0	2584	False
4	fixed quorum	3x	1.0	771	False
5	fixed quorum	3x	1.0	1254	False
6	fixed quorum	3x	1.0	1285	False
7	fixed quorum	3x	1.0	1953	False
8	fixed quorum	3x	1.0	1584	False
9	fixed quorum	3x	1.0	1882	False
10	fixed quorum	3x	1.0	1896	False
11	fixed quorum	3x	1.0	1536	False
12	fixed quorum	3x	1.0	3691	False
13	fixed quorum	3x	1.0	1437	False
14	fixed quorum	3x	1.0	2195	False
15	fixed quorum	3x	1.0	980	False
16	fixed quorum	3x	1.0	1890	False
17	fixed quorum	3x	1.0	1862	False
18	fixed quorum	3x	1.0	1784	False
19	fixed quorum	3x	1.0	2315	False
20	fixed quorum	3x	1.0	1696	False
21	fixed quorum	3x	1.0	1132	False
22	fixed quorum	3x	1.0	1031	False
23	fixed quorum	3x	0.0	891	False
24	fixed quorum	3x	1.0	1653	False
25	fixed quorum	3x	1.0	1970	False
26	fixed quorum	3x	1.0	1271	False
27	fixed quorum	3x	1.0	2146	False
28	fixed quorum	3x	1.0	1914	False
29	fixed quorum	3x	1.0	1168	False
30	fixed quorum	3x	1.0	2587	False
31	fixed quorum	3x	1.0	1665	False
32	fixed quorum	3x	0.0	1293	False
33	fixed quorum	3x	1.0	1559	False
34	fixed quorum	3x	1.0	1475	False
35	fixed quorum	3x	1.0	2062	False
36	fixed quorum	3x	1.0	2642	False
37	fixed quorum	3x	1.0	1439	False
38	fixed quorum	3x	1.0	1256	False
39	fixed quorum	3x	1.0	2087	False
40	fixed quorum	3x	1.0	1626	False
41	fixed quorum	3x	1.0	1935	False
42	fixed quorum	3x	1.0	1218	False
43	fixed quorum	3x	1.0	1680	False
44	fixed quorum	3x	1.0	5451	False
45	fixed quorum	3x	1.0	1418	False
46	fixed quorum	3x	1.0	2205	False
47	fixed quorum	3x	1.0	1835	False
48	fixed quorum	3x	1.0	3528	False
49	fixed quorum	3x	1.0	1410	False
50	fixed quorum	3x	1.0	2570	False
51	fixed quorum	3x	1.0	1371	False
52	fixed quorum	3x	1.0	991	False
53	fixed quorum	3x	1.0	1623	False
54	fixed quorum	3x	1.0	2529	False
55	fixed quorum	3x	1.0	1730	False
56	fixed quorum	3x	1.0	1636	False
57	fixed quorum	3x	1.0	1725	False
58	fixed quorum	3x	1.0	1957	False
59	fixed quorum	3x	1.0	2298	False
60	fixed quorum	3x	1.0	1766	False
61	fixed quorum	3x	1.0	1858	False
62	fixed quorum	3x	1.0	2001	False
63	fixed quorum	3x	1.0	2033	False
64	fixed quorum	3x	1.0	1385	False
65	fixed quorum	3x	1.0	1375	False
66	fixed quorum	3x	1.0	1978	False
67	fixed quorum	3x	1.0	1958	False
68	fixed quorum	3x	1.0	1505	False
69	fixed quorum	3x	1.0	1293	False
70	fixed quorum	3x	1.0	1223	False
71	fixed quorum	3x	1.0	2698	False
72	fixed quorum	3x	1.0	1838	False
73	fixed quorum	3x	1.0	1320	False
74	fixed quorum	3x	1.0	1354	False
75	fixed quorum	3x	0.0	393	False
76	fixed quorum	3x	1.0	1285	False
77	fixed quorum	3x	0.0	449	False
78	fixed quorum	3x	1.0	2047	False
79	fixed quorum	3x	1.0	1635	False
80	fixed quorum	3x	1.0	2179	False
81	fixed quorum	3x	1.0	2260	False
82	fixed quorum	3x	1.0	1835	False
83	fixed quorum	3x	1.0	1667	False
84	fixed quorum	3x	1.0	2625	False
85	fixed quorum	3x	1.0	1987	False
86	fixed quorum	3x	1.0	1832	False
87	fixed quorum	3x	1.0	1734	False
88	fixed quorum	3x	1.0	1896	False
89	fixed quorum	3x	1.0	2989	False
90	fixed quorum	3x	1.0	1796	False
91	fixed quorum	3x	1.0	1776	False
92	fixed quorum	3x	1.0	1617	False
93	fixed quorum	3x	1.0	10822	False
94	fixed quorum	3x	1.0	1692	False
95	fixed quorum	3x	1.0	2000	False
96	fixed quorum	3x	1.0	1311	False
97	fixed quorum	3x	1.0	1572	False
98	fixed quorum	3x	1.0	1923	False
99	fixed quorum	3x	1.0	3170	False
