	type	dist	accuracy	time	splits
0	fixed quorum	9x	1.0	6148	False
1	fixed quorum	9x	1.0	3715	False
2	fixed quorum	9x	1.0	4910	False
3	fixed quorum	9x	1.0	5319	False
4	fixed quorum	9x	1.0	1762	False
5	fixed quorum	9x	1.0	4197	False
6	fixed quorum	9x	1.0	3083	False
7	fixed quorum	9x	1.0	3582	False
8	fixed quorum	9x	1.0	3629	False
9	fixed quorum	9x	1.0	6473	False
10	fixed quorum	9x	1.0	3942	False
11	fixed quorum	9x	1.0	4670	False
12	fixed quorum	9x	1.0	3114	False
13	fixed quorum	9x	1.0	1764	False
14	fixed quorum	9x	1.0	5271	False
15	fixed quorum	9x	1.0	2944	False
16	fixed quorum	9x	1.0	3783	False
17	fixed quorum	9x	1.0	1892	False
18	fixed quorum	9x	1.0	2834	False
19	fixed quorum	9x	1.0	2272	False
20	fixed quorum	9x	1.0	4071	False
21	fixed quorum	9x	1.0	2517	False
22	fixed quorum	9x	1.0	3353	False
23	fixed quorum	9x	1.0	4763	False
24	fixed quorum	9x	1.0	3693	False
25	fixed quorum	9x	1.0	5231	False
26	fixed quorum	9x	1.0	5849	False
27	fixed quorum	9x	1.0	5080	False
28	fixed quorum	9x	1.0	4500	False
29	fixed quorum	9x	1.0	5039	False
30	fixed quorum	9x	1.0	4425	False
31	fixed quorum	9x	1.0	4963	False
32	fixed quorum	9x	1.0	3573	False
33	fixed quorum	9x	1.0	7070	False
34	fixed quorum	9x	1.0	6189	False
35	fixed quorum	9x	1.0	4257	False
36	fixed quorum	9x	1.0	3523	False
37	fixed quorum	9x	1.0	4763	False
38	fixed quorum	9x	1.0	1940	False
39	fixed quorum	9x	1.0	3944	False
40	fixed quorum	9x	1.0	6961	False
41	fixed quorum	9x	1.0	4627	False
42	fixed quorum	9x	1.0	5088	False
43	fixed quorum	9x	1.0	3385	False
44	fixed quorum	9x	1.0	5867	False
45	fixed quorum	9x	1.0	3735	False
46	fixed quorum	9x	1.0	4540	False
47	fixed quorum	9x	1.0	3050	False
48	fixed quorum	9x	1.0	3173	False
49	fixed quorum	9x	1.0	4992	False
50	fixed quorum	9x	1.0	4870	False
51	fixed quorum	9x	1.0	4543	False
52	fixed quorum	9x	1.0	5356	False
53	fixed quorum	9x	1.0	5388	False
54	fixed quorum	9x	1.0	5119	False
55	fixed quorum	9x	1.0	4807	False
56	fixed quorum	9x	1.0	3885	False
57	fixed quorum	9x	1.0	2954	False
58	fixed quorum	9x	1.0	3433	False
59	fixed quorum	9x	1.0	5008	False
60	fixed quorum	9x	1.0	4399	False
61	fixed quorum	9x	1.0	5009	False
62	fixed quorum	9x	1.0	5642	False
63	fixed quorum	9x	1.0	6428	False
64	fixed quorum	9x	1.0	4046	False
65	fixed quorum	9x	1.0	1899	False
66	fixed quorum	9x	1.0	4543	False
67	fixed quorum	9x	1.0	4714	False
68	fixed quorum	9x	1.0	4463	False
69	fixed quorum	9x	1.0	3240	False
70	fixed quorum	9x	1.0	5363	False
71	fixed quorum	9x	1.0	3668	False
72	fixed quorum	9x	1.0	6031	False
73	fixed quorum	9x	1.0	3263	False
74	fixed quorum	9x	1.0	5922	False
75	fixed quorum	9x	1.0	3666	False
76	fixed quorum	9x	1.0	4975	False
77	fixed quorum	9x	1.0	2860	False
78	fixed quorum	9x	1.0	5133	False
79	fixed quorum	9x	1.0	3814	False
80	fixed quorum	9x	1.0	4123	False
81	fixed quorum	9x	1.0	6244	False
82	fixed quorum	9x	1.0	3026	False
83	fixed quorum	9x	1.0	5451	False
84	fixed quorum	9x	1.0	4831	False
85	fixed quorum	9x	1.0	8665	False
86	fixed quorum	9x	1.0	3791	False
87	fixed quorum	9x	1.0	3775	False
88	fixed quorum	9x	1.0	4578	False
89	fixed quorum	9x	1.0	4131	False
90	fixed quorum	9x	1.0	4368	False
91	fixed quorum	9x	1.0	4654	False
92	fixed quorum	9x	1.0	5089	False
93	fixed quorum	9x	1.0	5845	False
94	fixed quorum	9x	1.0	4564	False
95	fixed quorum	9x	1.0	3444	False
96	fixed quorum	9x	1.0	3348	False
97	fixed quorum	9x	1.0	5843	False
98	fixed quorum	9x	1.0	4136	False
99	fixed quorum	9x	1.0	5321	False
