	type	dist	accuracy	time	splits
0	scaled quorum	7x	1.0	3086	False
1	scaled quorum	7x	1.0	1742	False
2	scaled quorum	7x	0.0	2215	False
3	scaled quorum	7x	0.0	3229	False
4	scaled quorum	7x	1.0	3051	False
5	scaled quorum	7x	1.0	3578	False
6	scaled quorum	7x	1.0	3478	False
7	scaled quorum	7x	1.0	2616	False
8	scaled quorum	7x	1.0	2785	False
9	scaled quorum	7x	1.0	5054	False
10	scaled quorum	7x	1.0	3911	False
11	scaled quorum	7x	1.0	3273	False
12	scaled quorum	7x	1.0	1633	False
13	scaled quorum	7x	1.0	3606	False
14	scaled quorum	7x	1.0	4870	False
15	scaled quorum	7x	1.0	3994	False
16	scaled quorum	7x	1.0	1948	False
17	scaled quorum	7x	0.0	2076	False
18	scaled quorum	7x	1.0	2834	False
19	scaled quorum	7x	1.0	3538	False
20	scaled quorum	7x	1.0	4718	False
21	scaled quorum	7x	1.0	2877	False
22	scaled quorum	7x	1.0	1906	False
23	scaled quorum	7x	1.0	2706	False
24	scaled quorum	7x	1.0	3903	False
25	scaled quorum	7x	1.0	4725	False
26	scaled quorum	7x	1.0	3322	False
27	scaled quorum	7x	1.0	3728	False
28	scaled quorum	7x	1.0	3685	False
29	scaled quorum	7x	1.0	2042	False
30	scaled quorum	7x	1.0	3705	False
31	scaled quorum	7x	1.0	2830	False
32	scaled quorum	7x	1.0	4290	False
33	scaled quorum	7x	1.0	3273	False
34	scaled quorum	7x	1.0	3905	False
35	scaled quorum	7x	1.0	5805	False
36	scaled quorum	7x	1.0	3328	False
37	scaled quorum	7x	1.0	5376	False
38	scaled quorum	7x	1.0	3160	False
39	scaled quorum	7x	1.0	4601	False
40	scaled quorum	7x	1.0	4201	False
41	scaled quorum	7x	1.0	2767	False
42	scaled quorum	7x	1.0	4934	False
43	scaled quorum	7x	0.0	2653	False
44	scaled quorum	7x	1.0	3773	False
45	scaled quorum	7x	1.0	2261	False
46	scaled quorum	7x	1.0	2377	False
47	scaled quorum	7x	1.0	2898	False
48	scaled quorum	7x	1.0	2604	False
49	scaled quorum	7x	1.0	2894	False
50	scaled quorum	7x	1.0	3137	False
51	scaled quorum	7x	1.0	3114	False
52	scaled quorum	7x	1.0	2901	False
53	scaled quorum	7x	1.0	4559	False
54	scaled quorum	7x	1.0	3181	False
55	scaled quorum	7x	1.0	2984	False
56	scaled quorum	7x	1.0	1901	False
57	scaled quorum	7x	0.0	2603	False
58	scaled quorum	7x	1.0	2470	False
59	scaled quorum	7x	1.0	2547	False
60	scaled quorum	7x	1.0	3402	False
61	scaled quorum	7x	1.0	5107	False
62	scaled quorum	7x	1.0	2780	False
63	scaled quorum	7x	1.0	3521	False
64	scaled quorum	7x	1.0	3809	False
65	scaled quorum	7x	1.0	4606	False
66	scaled quorum	7x	1.0	1884	False
67	scaled quorum	7x	1.0	4296	False
68	scaled quorum	7x	1.0	4048	False
69	scaled quorum	7x	1.0	5638	False
70	scaled quorum	7x	1.0	3400	False
71	scaled quorum	7x	1.0	3610	False
72	scaled quorum	7x	1.0	4674	False
73	scaled quorum	7x	1.0	3968	False
74	scaled quorum	7x	1.0	5113	False
75	scaled quorum	7x	1.0	5721	False
76	scaled quorum	7x	1.0	3739	False
77	scaled quorum	7x	1.0	3777	False
78	scaled quorum	7x	1.0	3802	False
79	scaled quorum	7x	1.0	3745	False
80	scaled quorum	7x	1.0	3130	False
81	scaled quorum	7x	1.0	5548	False
82	scaled quorum	7x	1.0	4546	False
83	scaled quorum	7x	1.0	4141	False
84	scaled quorum	7x	1.0	3239	False
85	scaled quorum	7x	1.0	3762	False
86	scaled quorum	7x	1.0	2881	False
87	scaled quorum	7x	1.0	3749	False
88	scaled quorum	7x	1.0	4770	False
89	scaled quorum	7x	1.0	4463	False
90	scaled quorum	7x	1.0	3146	False
91	scaled quorum	7x	1.0	2338	False
92	scaled quorum	7x	1.0	2670	False
93	scaled quorum	7x	1.0	2867	False
94	scaled quorum	7x	1.0	4033	False
95	scaled quorum	7x	1.0	2066	False
96	scaled quorum	7x	1.0	3167	False
97	scaled quorum	7x	1.0	4691	False
98	scaled quorum	7x	1.0	3751	False
99	scaled quorum	7x	1.0	3772	False
