	type	dist	accuracy	time	splits
0	fixed quorum	9x	1.0	3829	False
1	fixed quorum	9x	1.0	3609	False
2	fixed quorum	9x	1.0	3243	False
3	fixed quorum	9x	1.0	2538	False
4	fixed quorum	9x	1.0	3161	False
5	fixed quorum	9x	1.0	4347	False
6	fixed quorum	9x	1.0	5172	False
7	fixed quorum	9x	1.0	4506	False
8	fixed quorum	9x	1.0	2321	False
9	fixed quorum	9x	1.0	4628	False
10	fixed quorum	9x	1.0	3936	False
11	fixed quorum	9x	1.0	2386	False
12	fixed quorum	9x	1.0	4382	False
13	fixed quorum	9x	1.0	3245	False
14	fixed quorum	9x	1.0	6808	False
15	fixed quorum	9x	1.0	6360	False
16	fixed quorum	9x	1.0	4579	False
17	fixed quorum	9x	1.0	4431	False
18	fixed quorum	9x	1.0	2352	False
19	fixed quorum	9x	1.0	4465	False
20	fixed quorum	9x	1.0	3860	False
21	fixed quorum	9x	1.0	4116	False
22	fixed quorum	9x	1.0	5234	False
23	fixed quorum	9x	1.0	5090	False
24	fixed quorum	9x	1.0	4218	False
25	fixed quorum	9x	1.0	7070	False
26	fixed quorum	9x	1.0	6822	False
27	fixed quorum	9x	1.0	4505	False
28	fixed quorum	9x	1.0	6051	False
29	fixed quorum	9x	1.0	4228	False
30	fixed quorum	9x	1.0	3562	False
31	fixed quorum	9x	1.0	5654	False
32	fixed quorum	9x	1.0	4019	False
33	fixed quorum	9x	1.0	5977	False
34	fixed quorum	9x	1.0	1846	False
35	fixed quorum	9x	1.0	3692	False
36	fixed quorum	9x	1.0	5170	False
37	fixed quorum	9x	1.0	4960	False
38	fixed quorum	9x	1.0	6101	False
39	fixed quorum	9x	0.0	2138	False
40	fixed quorum	9x	1.0	4403	False
41	fixed quorum	9x	1.0	4738	False
42	fixed quorum	9x	1.0	5118	False
43	fixed quorum	9x	1.0	2096	False
44	fixed quorum	9x	1.0	5090	False
45	fixed quorum	9x	1.0	3895	False
46	fixed quorum	9x	1.0	7190	False
47	fixed quorum	9x	1.0	3781	False
48	fixed quorum	9x	1.0	4889	False
49	fixed quorum	9x	1.0	2918	False
50	fixed quorum	9x	1.0	5407	False
51	fixed quorum	9x	0.0	1255	False
52	fixed quorum	9x	1.0	5831	False
53	fixed quorum	9x	1.0	2135	False
54	fixed quorum	9x	1.0	5819	False
55	fixed quorum	9x	1.0	2841	False
56	fixed quorum	9x	1.0	2013	False
57	fixed quorum	9x	1.0	4155	False
58	fixed quorum	9x	0.0	2573	False
59	fixed quorum	9x	1.0	5921	False
60	fixed quorum	9x	1.0	3284	False
61	fixed quorum	9x	0.0	1188	False
62	fixed quorum	9x	1.0	4570	False
63	fixed quorum	9x	0.0	1507	False
64	fixed quorum	9x	1.0	4782	False
65	fixed quorum	9x	1.0	3106	False
66	fixed quorum	9x	1.0	5043	False
67	fixed quorum	9x	1.0	5098	False
68	fixed quorum	9x	1.0	6311	False
69	fixed quorum	9x	1.0	5850	False
70	fixed quorum	9x	0.0	1470	False
71	fixed quorum	9x	1.0	2596	False
72	fixed quorum	9x	1.0	3659	False
73	fixed quorum	9x	1.0	5712	False
74	fixed quorum	9x	1.0	7165	False
75	fixed quorum	9x	1.0	3300	False
76	fixed quorum	9x	1.0	3605	False
77	fixed quorum	9x	1.0	4206	False
78	fixed quorum	9x	1.0	5520	False
79	fixed quorum	9x	1.0	5519	False
80	fixed quorum	9x	1.0	4330	False
81	fixed quorum	9x	1.0	6047	False
82	fixed quorum	9x	1.0	5237	False
83	fixed quorum	9x	1.0	4440	False
84	fixed quorum	9x	1.0	4381	False
85	fixed quorum	9x	1.0	4031	False
86	fixed quorum	9x	1.0	4612	False
87	fixed quorum	9x	0.0	2331	False
88	fixed quorum	9x	1.0	4822	False
89	fixed quorum	9x	1.0	3251	False
90	fixed quorum	9x	0.0	1350	False
91	fixed quorum	9x	1.0	4096	False
92	fixed quorum	9x	1.0	3111	False
93	fixed quorum	9x	1.0	5101	False
94	fixed quorum	9x	1.0	5453	False
95	fixed quorum	9x	1.0	4459	False
96	fixed quorum	9x	1.0	2303	False
97	fixed quorum	9x	0.0	1257	False
98	fixed quorum	9x	1.0	4668	False
99	fixed quorum	9x	1.0	4892	False
